,exists,name,pp,flags,num,accuracy,basePower,category,priority,drain,secondary,target,type,contestType,desc,shortDesc,id,fullname,effectType,gen,isNonstandard,noCopy,affectsFainted,sourceEffect,critRatio,baseMoveType,secondaries,hasSheerForce,ignoreNegativeOffensive,ignorePositiveDefensive,ignoreOffensive,ignoreDefensive,ignoreImmunity,noPPBoosts,isZ,isMax,pressureTarget,nonGhostTarget,ignoreAbility,spreadHit,forceSTAB,noSketch,maxMove,zMove,kind,condition,volatileStatus,boosts,slotCondition,status,hasCrashDamage,selfdestruct,self,heal,sleepUsable,recoil,struggleRecoil,multihit,stallingMove,breaksProtect,pseudoWeather,sideCondition,noMetronome,forceSwitch,willCrit,realMove,ignoreEvasion,thawsTarget,terrain,selfSwitch,ohko,selfBoost,damage,onTry,weather,mindBlownRecoil,overrideDefensiveStat,stealsBoosts,multiaccuracy,overrideOffensiveStat,smartTarget,onDamagePriority,overrideOffensivePokemon,tracksTarget
585,True,Defense Curl,40,{'snatch': 1},111,True,0,Status,0,,,self,Normal,Cute,"Raises the user's Defense by 1 stage. As long as the user remains active, the power of the user's Ice Ball and Rollout will be doubled (this effect is not stackable).",Raises the user's Defense by 1.,defensecurl,move: Defense Curl,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'accuracy': 1}},Move,{'noCopy': True},defensecurl,{'def': 1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,True,Double Kick,30,"{'contact': 1, 'protect': 1, 'mirror': 1}",24,100,30,Physical,0,,,normal,Fighting,Cool,"Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit.",Hits 2 times in one turn.,doublekick,move: Double Kick,Move,1,,False,False,,1,Fighting,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 80},{'basePower': 100},Move,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
593,True,Double Team,15,{'snatch': 1},104,True,0,Status,0,,,self,Normal,Cool,Raises the user's evasiveness by 1 stage.,Raises the user's evasiveness by 1.,doubleteam,move: Double Team,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,,,{'evasion': 1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,True,Dragon Breath,20,"{'protect': 1, 'mirror': 1}",225,100,60,Special,0,,"{'chance': 30, 'status': 'par'}",normal,Dragon,Cool,Has a 30% chance to paralyze the target.,30% chance to paralyze the target.,dragonbreath,move: Dragon Breath,Move,2,,False,False,,1,Dragon,"[{'chance': 30, 'status': 'par'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 110},{'basePower': 120},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,True,Dragon Claw,15,"{'contact': 1, 'protect': 1, 'mirror': 1}",337,100,80,Special,0,,,normal,Dragon,Cool,No additional effect.,No additional effect.,dragonclaw,move: Dragon Claw,Move,3,,False,False,,1,Dragon,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 160},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,True,Dragon Dance,20,"{'snatch': 1, 'dance': 1}",349,True,0,Status,0,,,self,Dragon,Cool,Raises the user's Attack and Speed by 1 stage.,Raises the user's Attack and Speed by 1.,dragondance,move: Dragon Dance,Move,3,,False,False,,1,Dragon,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,,,"{'atk': 1, 'spe': 1}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,True,Drill Peck,20,"{'contact': 1, 'protect': 1, 'mirror': 1, 'distance': 1}",65,100,80,Physical,0,,,any,Flying,Cool,No additional effect.,No additional effect.,drillpeck,move: Drill Peck,Move,1,,False,False,,1,Flying,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 160},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,True,Dynamic Punch,5,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1}",223,50,100,Physical,0,,"{'chance': 100, 'volatileStatus': 'confusion'}",normal,Fighting,Cool,Has a 100% chance to confuse the target.,100% chance to confuse the target.,dynamicpunch,move: Dynamic Punch,Move,2,,False,False,,1,Fighting,"[{'chance': 100, 'volatileStatus': 'confusion'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 180},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,True,Earthquake,10,"{'protect': 1, 'mirror': 1, 'nonsky': 1}",89,100,100,Physical,0,,,allAdjacent,Ground,Tough,Power doubles if the target is using Dig.,Hits adjacent Pokemon. Power doubles on Dig.,earthquake,move: Earthquake,Move,1,,False,False,,1,Ground,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 180},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,True,Ember,25,"{'protect': 1, 'mirror': 1}",52,100,40,Special,0,,"{'chance': 10, 'status': 'brn'}",normal,Fire,Cute,Has a 10% chance to burn the target.,10% chance to burn the target.,ember,move: Ember,Move,1,,False,False,,1,Fire,"[{'chance': 10, 'status': 'brn'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,True,Endure,10,"{'noassist': 1, 'failcopycat': 1}",203,True,0,Status,4,,,self,Normal,Tough,"The user will survive attacks made by other Pokemon during this turn with at least 1 HP. This move has an X/65536 chance of being successful, where X starts at 65535 and halves, rounded down, each time this move is successfully used. After the fourth successful use in a row, X drops to 118 and continues with seemingly random values from 0-65535 on subsequent successful uses. X resets to 65535 if this move fails or if the user's last move used is not Detect, Endure, or Protect. Fails if the user moves last this turn.",User survives attacks this turn with at least 1 HP.,endure,move: Endure,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,"{'duration': 1, 'onDamagePriority': -10}",endure,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
618,True,Eruption,5,"{'protect': 1, 'mirror': 1}",284,100,150,Special,0,,,allAdjacentFoes,Fire,Beautiful,"Power is equal to (user's current HP * 150 / user's maximum HP), rounded down, but not less than 1.",Less power as user's HP decreases. Hits foe(s).,eruption,move: Eruption,Move,3,,False,False,,1,Fire,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 150},{'basePower': 200},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,True,Explosion,5,"{'protect': 1, 'mirror': 1, 'noparentalbond': 1}",153,100,250,Physical,0,,,allAdjacent,Normal,Beautiful,The user faints after using this move. The target's Defense is halved during damage calculation. This move is prevented from executing if any active Pokemon has the Damp Ability.,Target's Def halved during damage. User faints.,explosion,move: Explosion,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 150},{'basePower': 200},Move,,,,,,,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,True,Facade,20,"{'contact': 1, 'protect': 1, 'mirror': 1}",263,100,70,Physical,0,,,normal,Normal,Cute,"Power doubles if the user is burned, paralyzed, or poisoned.",Power doubles if user is burn/poison/paralyzed.,facade,move: Facade,Move,3,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 120},{'basePower': 140},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,True,Fake Tears,20,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'allyanim': 1}",313,100,0,Status,0,,,normal,Dark,Cute,Lowers the target's Special Defense by 2 stages.,Lowers the target's Sp. Def by 2.,faketears,move: Fake Tears,Move,3,,False,False,,1,Dark,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spa': 1}},Move,,,{'spd': -2},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,True,False Swipe,40,"{'contact': 1, 'protect': 1, 'mirror': 1}",206,100,40,Physical,0,,,normal,Normal,Cool,Leaves the target with at least 1 HP.,Always leaves the target with at least 1 HP.,falseswipe,move: False Swipe,Move,2,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.0,,
628,True,Feather Dance,15,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'allyanim': 1, 'dance': 1}",297,100,0,Status,0,,,normal,Flying,Beautiful,Lowers the target's Attack by 2 stages.,Lowers the target's Attack by 2.,featherdance,move: Feather Dance,Move,3,,False,False,,1,Flying,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'def': 1}},Move,,,{'atk': -2},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,True,Fire Punch,15,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1}",7,100,75,Special,0,,"{'chance': 10, 'status': 'brn'}",normal,Fire,Tough,Has a 10% chance to burn the target.,10% chance to burn the target.,firepunch,move: Fire Punch,Move,1,,False,False,,1,Fire,"[{'chance': 10, 'status': 'brn'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 140},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,True,Fissure,5,"{'protect': 1, 'mirror': 1, 'nonsky': 1}",90,30,0,Physical,0,,,normal,Ground,Tough,"Deals damage to the target equal to the target's maximum HP. Ignores accuracy and evasiveness modifiers. This attack's accuracy is equal to (user's level - target's level + 30)%, and fails if the target is at a higher level. Pokemon with the Sturdy Ability are immune.",OHKOs the target. Fails if user is a lower level.,fissure,move: Fissure,Move,1,,False,False,,1,Ground,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 180},Move,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
638,True,Flame Wheel,25,"{'contact': 1, 'protect': 1, 'mirror': 1, 'defrost': 1}",172,100,60,Special,0,,"{'chance': 10, 'status': 'brn'}",normal,Fire,Beautiful,Has a 10% chance to burn the target.,10% chance to burn the target. Thaws user.,flamewheel,move: Flame Wheel,Move,2,,False,False,,1,Fire,"[{'chance': 10, 'status': 'brn'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 110},{'basePower': 120},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,True,Flatter,15,"{'protect': 1, 'reflectable': 1, 'mirror': 1, 'allyanim': 1}",260,100,0,Status,0,,,normal,Dark,Clever,Raises the target's Special Attack by 1 stage and confuses it.,Raises the target's Sp. Atk by 1 and confuses it.,flatter,move: Flatter,Move,3,,False,False,,1,Dark,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'spd': 1}},Move,,confusion,{'spa': 1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,True,Focus Energy,30,{'snatch': 1},116,True,0,Status,0,,,self,Normal,Cool,Raises the user's chance for a critical hit by 2 stages. Fails if the user already has the effect. Baton Pass can be used to transfer this effect to an ally.,Raises the user's critical hit ratio by 2.,focusenergy,move: Focus Energy,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'accuracy': 1}},Move,{},focusenergy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,True,Frenzy Plant,5,"{'recharge': 1, 'protect': 1, 'mirror': 1, 'nonsky': 1}",338,90,150,Special,0,,,normal,Grass,Cool,"If this move is successful, the user must recharge on the following turn and cannot select a move.",User cannot move next turn.,frenzyplant,move: Frenzy Plant,Move,3,,False,False,,1,Grass,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 150},{'basePower': 200},Move,,,,,,,,{'volatileStatus': 'mustrecharge'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,True,Fury Attack,20,"{'contact': 1, 'protect': 1, 'mirror': 1}",31,85,15,Physical,0,,,normal,Normal,Cool,"Hits two to five times. Has a 3/8 chance to hit two or three times, and a 1/8 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits.",Hits 2-5 times in one turn.,furyattack,move: Fury Attack,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,"[2, 5]",,,,,,,,,,,,,,,,,,,,,,,,,,
655,True,Fury Swipes,15,"{'contact': 1, 'protect': 1, 'mirror': 1}",154,80,18,Physical,0,,,normal,Normal,Tough,"Hits two to five times. Has a 3/8 chance to hit two or three times, and a 1/8 chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits.",Hits 2-5 times in one turn.,furyswipes,move: Fury Swipes,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 100},{'basePower': 100},Move,,,,,,,,,,,,,"[2, 5]",,,,,,,,,,,,,,,,,,,,,,,,,,
696,True,Guillotine,5,"{'contact': 1, 'protect': 1, 'mirror': 1}",12,30,0,Physical,0,,,normal,Normal,Cool,"Deals damage to the target equal to the target's maximum HP. Ignores accuracy and evasiveness modifiers. This attack's accuracy is equal to (user's level - target's level + 30)%, and fails if the target is at a higher level. Pokemon with the Sturdy Ability are immune.",OHKOs the target. Fails if user is a lower level.,guillotine,move: Guillotine,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 180},Move,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
697,True,Gust,35,"{'protect': 1, 'mirror': 1, 'distance': 1, 'wind': 1}",16,100,40,Physical,0,,,any,Flying,Clever,Power doubles if the target is using Bounce or Fly.,Power doubles during Bounce and Fly.,gust,move: Gust,Move,1,,False,False,,1,Flying,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,True,Harden,30,{'snatch': 1},106,True,0,Status,0,,,self,Normal,Tough,Raises the user's Defense by 1 stage.,Raises the user's Defense by 1.,harden,move: Harden,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'def': 1}},Move,,,{'def': 1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,True,Haze,30,{'bypasssub': 1},114,True,0,Status,0,,,all,Ice,Beautiful,Resets the stat stages of all active Pokemon to 0.,Eliminates all stat changes.,haze,move: Haze,Move,1,,False,False,,1,Ice,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'heal'},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,True,Headbutt,15,"{'contact': 1, 'protect': 1, 'mirror': 1}",29,100,70,Physical,0,,"{'chance': 30, 'volatileStatus': 'flinch'}",normal,Normal,Tough,Has a 30% chance to make the target flinch.,30% chance to make the target flinch.,headbutt,move: Headbutt,Move,1,,False,False,,1,Normal,"[{'chance': 30, 'volatileStatus': 'flinch'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 120},{'basePower': 140},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,True,Helping Hand,20,"{'bypasssub': 1, 'noassist': 1, 'failcopycat': 1}",270,True,0,Status,5,,,adjacentAlly,Normal,Clever,"The power of the target's attack this turn is multiplied by 1.5 (this effect is stackable). Fails if there is no ally adjacent to the user or if the ally already moved this turn, but does not fail if the ally is using a two-turn move.",One adjacent ally's move power is 1.5x this turn.,helpinghand,move: Helping Hand,Move,3,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,"{'duration': 1, 'onBasePowerPriority': 10}",helpinghand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,True,Horn Attack,25,"{'contact': 1, 'protect': 1, 'mirror': 1}",30,100,65,Physical,0,,,normal,Normal,Cool,No additional effect.,No additional effect.,hornattack,move: Horn Attack,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 120},{'basePower': 120},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,True,Horn Drill,5,"{'contact': 1, 'protect': 1, 'mirror': 1}",32,30,0,Physical,0,,,normal,Normal,Cool,"Deals damage to the target equal to the target's maximum HP. Ignores accuracy and evasiveness modifiers. This attack's accuracy is equal to (user's level - target's level + 30)%, and fails if the target is at a higher level. Pokemon with the Sturdy Ability are immune.",OHKOs the target. Fails if user is a lower level.,horndrill,move: Horn Drill,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 180},Move,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,
711,True,Hydro Cannon,5,"{'recharge': 1, 'protect': 1, 'mirror': 1}",308,90,150,Special,0,,,normal,Water,Beautiful,"If this move is successful, the user must recharge on the following turn and cannot select a move.",User cannot move next turn.,hydrocannon,move: Hydro Cannon,Move,3,,False,False,,1,Water,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 150},{'basePower': 200},Move,,,,,,,,{'volatileStatus': 'mustrecharge'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,True,Hyper Beam,5,"{'recharge': 1, 'protect': 1, 'mirror': 1}",63,90,150,Physical,0,,,normal,Normal,Cool,"If this move is successful, the user must recharge on the following turn and cannot select a move.",User cannot move next turn.,hyperbeam,move: Hyper Beam,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 150},{'basePower': 200},Move,,,,,,,,{'volatileStatus': 'mustrecharge'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,True,Ice Punch,15,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1}",8,100,75,Special,0,,"{'chance': 10, 'status': 'frz'}",normal,Ice,Beautiful,Has a 10% chance to freeze the target.,10% chance to freeze the target.,icepunch,move: Ice Punch,Move,1,,False,False,,1,Ice,"[{'chance': 10, 'status': 'frz'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 140},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,True,Icy Wind,15,"{'protect': 1, 'mirror': 1, 'wind': 1}",196,95,55,Special,0,,"{'chance': 100, 'boosts': {'spe': -1}}",allAdjacentFoes,Ice,Beautiful,Has a 100% chance to lower the target's Speed by 1 stage.,100% chance to lower the foe(s) Speed by 1.,icywind,move: Icy Wind,Move,2,,False,False,,1,Ice,"[{'chance': 100, 'boosts': {'spe': -1}}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 110},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,True,Iron Defense,15,{'snatch': 1},334,True,0,Status,0,,,self,Steel,Tough,Raises the user's Defense by 2 stages.,Raises the user's Defense by 2.,irondefense,move: Iron Defense,Move,3,,False,False,,1,Steel,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'effect': 'clearnegativeboost'},Move,,,{'def': 2},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,True,Iron Tail,15,"{'contact': 1, 'protect': 1, 'mirror': 1}",231,75,100,Physical,0,,"{'chance': 30, 'boosts': {'def': -1}}",normal,Steel,Cool,Has a 30% chance to lower the target's Defense by 1 stage.,30% chance to lower the target's Defense by 1.,irontail,move: Iron Tail,Move,2,,False,False,,1,Steel,"[{'chance': 30, 'boosts': {'def': -1}}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 180},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,True,Leer,30,"{'protect': 1, 'reflectable': 1, 'mirror': 1}",43,100,0,Status,0,,,allAdjacentFoes,Normal,Cool,Lowers the target's Defense by 1 stage.,Lowers the foe(s) Defense by 1.,leer,move: Leer,Move,1,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'atk': 1}},Move,,,{'def': -1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,True,Mach Punch,30,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1}",183,100,40,Physical,1,,,normal,Fighting,Cool,No additional effect.,Usually goes first.,machpunch,move: Mach Punch,Move,2,,False,False,,1,Fighting,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 70},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,True,Magical Leaf,20,"{'protect': 1, 'mirror': 1}",345,True,60,Special,0,,,normal,Grass,Beautiful,This move does not check accuracy.,This move does not check accuracy.,magicalleaf,move: Magical Leaf,Move,3,,False,False,,1,Grass,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 110},{'basePower': 120},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,True,Megahorn,10,"{'contact': 1, 'protect': 1, 'mirror': 1}",224,85,120,Physical,0,,,normal,Bug,Cool,No additional effect.,No additional effect.,megahorn,move: Megahorn,Move,2,,False,False,,1,Bug,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 140},{'basePower': 190},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,True,Mega Kick,5,"{'contact': 1, 'protect': 1, 'mirror': 1}",25,75,120,Physical,0,,,normal,Normal,Cool,No additional effect.,No additional effect.,megakick,move: Mega Kick,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 140},{'basePower': 190},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,True,Mega Punch,20,"{'contact': 1, 'protect': 1, 'mirror': 1, 'punch': 1}",5,85,80,Physical,0,,,normal,Normal,Tough,No additional effect.,No additional effect.,megapunch,move: Mega Punch,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 160},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,True,Metal Claw,35,"{'contact': 1, 'protect': 1, 'mirror': 1}",232,95,50,Physical,0,,"{'chance': 10, 'self': {'boosts': {'atk': 1}}}",normal,Steel,Cool,Has a 10% chance to raise the user's Attack by 1 stage.,10% chance to raise the user's Attack by 1.,metalclaw,move: Metal Claw,Move,2,,False,False,,1,Steel,"[{'chance': 10, 'self': {'boosts': {'atk': 1}}}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 100},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,True,Mud Shot,15,"{'protect': 1, 'mirror': 1}",341,95,55,Physical,0,,"{'chance': 100, 'boosts': {'spe': -1}}",normal,Ground,Tough,Has a 100% chance to lower the target's Speed by 1 stage.,100% chance to lower the target's Speed by 1.,mudshot,move: Mud Shot,Move,3,,False,False,,1,Ground,"[{'chance': 100, 'boosts': {'spe': -1}}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 110},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,True,Mud-Slap,10,"{'protect': 1, 'mirror': 1}",189,100,20,Physical,0,,"{'chance': 100, 'boosts': {'accuracy': -1}}",normal,Ground,Cute,Has a 100% chance to lower the target's accuracy by 1 stage.,100% chance to lower the target's accuracy by 1.,mudslap,move: Mud-Slap,Move,2,,False,False,,1,Ground,"[{'chance': 100, 'boosts': {'accuracy': -1}}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,True,Night Shade,15,"{'protect': 1, 'mirror': 1}",101,100,0,Physical,0,,,normal,Ghost,Clever,Deals damage to the target equal to the user's level.,Does damage equal to the user's level.,nightshade,move: Night Shade,Move,1,,False,False,,1,Ghost,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 100},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,level,,,,,,,,,,,
773,True,Pain Split,20,"{'protect': 1, 'mirror': 1, 'allyanim': 1}",220,True,0,Status,0,,,normal,Normal,Clever,"The user and the target's HP become the average of their current HP, rounded down, but not more than the maximum HP of either one.",Shares HP of user and target equally.,painsplit,move: Pain Split,Move,2,,False,False,,1,Normal,,False,False,False,False,False,True,False,False,False,,,False,False,False,False,,{'boost': {'def': 1}},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,True,Paleo Wave,15,"{'protect': 1, 'mirror': 1}",0,100,85,Physical,0,,"{'chance': 20, 'boosts': {'atk': -1}}",normal,Rock,Beautiful,Has a 20% chance to lower the target's Attack by 1 stage.,20% chance to lower the target's Attack by 1.,paleowave,move: Paleo Wave,Move,0,CAP,False,False,,1,Rock,"[{'chance': 20, 'boosts': {'atk': -1}}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 130},{'basePower': 160},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,True,Peck,35,"{'contact': 1, 'protect': 1, 'mirror': 1, 'distance': 1}",64,100,35,Physical,0,,,any,Flying,Cool,No additional effect.,No additional effect.,peck,move: Peck,Move,1,,False,False,,1,Flying,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,True,Poison Sting,35,"{'protect': 1, 'mirror': 1}",40,100,15,Physical,0,,"{'chance': 30, 'status': 'psn'}",normal,Poison,Clever,Has a 30% chance to poison the target.,30% chance to poison the target.,poisonsting,move: Poison Sting,Move,1,,False,False,,1,Poison,"[{'chance': 30, 'status': 'psn'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 70},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,True,Poison Tail,25,"{'contact': 1, 'protect': 1, 'mirror': 1}",342,100,50,Physical,0,,"{'chance': 10, 'status': 'psn'}",normal,Poison,Clever,Has a 10% chance to poison the target and a higher chance for a critical hit.,High critical hit ratio. 10% chance to poison.,poisontail,move: Poison Tail,Move,3,,False,False,,2,Poison,"[{'chance': 10, 'status': 'psn'}]",False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 75},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,True,Pound,35,"{'contact': 1, 'protect': 1, 'mirror': 1}",1,100,40,Physical,0,,,normal,Normal,Tough,No additional effect.,No additional effect.,pound,move: Pound,Move,1,,False,False,,1,Normal,,False,False,False,False,False,False,False,False,False,,,False,False,False,False,{'basePower': 90},{'basePower': 100},Move,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
